text,label,language,scam_type
இந்த விலைக்கு கடைசி அலகு. SGD 2000 உடன் இப்போது சேமிக்கவும். உங்கள் கணக்கு முடக்கப்படும்.,1,ta,rental
Online job available. SGD 1500 weekly payout guaranteed. Failure to respond will result in legal action.,1,en,job_scam
Urgent relief fund. SGD 1500 donation needed today. Click the link to resolve.,1,en,charity
Landlord requires SGD 3000 deposit via Facebook. Act now.,1,en,rental
நீங்கள் சரிபார்க்காவிட்டால் உங்கள் DBS கணக்கு முடக்கப்படும்.,1,ta,bank_impersonation
"包裹在海关收藏,需50SGD的清理费用.",1,zh,parcel_delivery
"புதிய எண், குடும்ப அவசரநிலை, சிக்னல் வழியாக SGD 1000 பரிமாற்றம்.",1,ta,fake_friend
Bilik yang tersedia dalam SG. Bayar deposit SGD 5000 segera. Akaun anda akan dihentikan.,1,ms,rental
ஆன்லைன் வேலை கிடைக்கிறது SGD 1500 ஒவ்வொரு நாளும் உத்தரவாதம் செலுத்தப்படுகிறது. உங்கள் அணுகல் திரும்பப் பெறப்படும்.,1,ta,job_scam
Your POSB e-wallet requires re-verification. Failure to respond will result in legal action.,1,en,bank_impersonation
Wang tunai kecemasan SGD 150 dibayar dalam masa 1 jam. Hubungi sokongan segera.,1,ms,loan
அதிக வருமானம் பெறும் நிதிகளுக்கு குறைந்தபட்சம் 1000 SGD.,1,ta,investment
Last unit at this price. Reserve with SGD 500 now. Failure to act will result in permanent closure.,1,en,rental
Anda dipilih untuk hadiah tunai SGD 500. Akaun anda akan dihentikan.,1,ms,prize
"Aiya stuck lah, can transfer SGD 50 first? Pay back one.",1,singlish,loan
"Aiyoh HSBC say got fund movement on your account, faster check.",1,singlish,rental
Pendaftaran tidak dibenarkan di akaun Standard Chartered anda.,1,ms,phishing
"您的PayNow访问被封锁,身份验证才能恢复.",1,zh,phishing
"Aiyoh try lah, SGD 750 loan, easy to get.",1,singlish,investment
புற்றுநோய் நோயாளிக்கு சிகிச்சைக்காக 200 SGD தேவை.,1,ta,charity
"Your UOB kena deactivated sia, must verify before midnight.",1,singlish,phishing
"請將150SGD送到新號碼,在24小時內回覆.",1,zh,fake_friend
விலை குறைவான ஒப்பந்தம் கிடைக்கிறது. பொருளைப் பாதுகாக்க 1000 SGD ஐ இப்போது செலுத்துங்கள். நடவடிக்கை எடுக்காவிட்டால் நிரந்தரமாக மூடப்படும்.,1,ta,ecommerce
"Wah your Citibank account kena flagged, click link leh.",1,singlish,government_impersonation
நீங்கள் 750 SGD வெற்றி அதிர்ஷ்டம் டிரா. இப்போது கோரிக்கை. இது உங்கள் இறுதி அறிவிப்பு.,1,ta,prize
Lucky winner selected. Receive SGD 3000 prize. Contact support immediately.,1,en,prize
Trust Bank எச்சரிக்கைஃ புதிய சாதன உள்நுழைவு முயற்சி தடுக்கப்பட்டது. அடையாளத்தை உறுதிப்படுத்தவும். நள்ளிரவுக்கு முன் பதிலளிக்கவும்.,1,ta,bank_impersonation
"Permohonan pinjaman peribadi SGD 300, ambil sekarang, balas sekarang untuk mengelakkan hukuman.",1,ms,loan
"எக்ஸ்க்ளூசிவ் முதலீட்டு குழு SGD 500 பதிவு, உத்தரவாத வருமானம்.",1,ta,investment
"祝!SGD1500奖励等待你. 现在回答,以避免惩罚.",1,zh,prize
"紧急安全警报,确认您的详细信息.",1,zh,phishing
Your UOB online banking requires re-verification. Failure to act will result in permanent closure.,1,en,bank_impersonation
Trust Bank security team detected unauthorised access. Verify immediately.,1,en,bank_impersonation
கடமைகளில் பஸ்சை வைத்திருத்தல். SGD 100 அனுமதி கட்டணம் தேவை. இது உங்கள் இறுதி அறிவிப்பு.,1,ta,parcel_delivery
"您的订单从海外保留,支付2000SGD,继续.这是您的最后通知.",1,zh,parcel_delivery
Approved for SGD 50 personal loan. Collect now. Confirm your details to avoid disruption.,1,en,loan
"通过线路捐款1500SGD,在24小时内回复.",1,zh,charity
Your POSB internet banking requires re-verification. Do not ignore this message.,1,en,bank_impersonation
You are selected for a SGD 200 cash prize. Do not ignore this message.,1,en,prize
உங்கள் DBS கணக்கில் அங்கீகரிக்கப்படாத நிதி நகர்வு. உடனடியாக சரிபார்க்கவும்.,1,ta,phishing
"包裹在海关收藏,需要1000SGD的清理费用.这是最后的通知.",1,zh,parcel_delivery
"快速贷款200SGD,即时批准.",1,zh,loan
"转移250SGD,确认您的详细信息,以避免干扰.",1,zh,ecommerce
No experience needed. product tester earns SGD 50 daily. Respond before midnight.,1,en,job_scam
Suspicious payment detected in your UOB account. Confirm your details to avoid disruption.,1,en,bank_impersonation
Your DBS e-wallet is blocked. Verify identity to restore. Your access will be revoked.,1,en,phishing
பகுதி நேர ஆர்டர் செயலாளர் அவசரமாக தேவை. மணிக்கு SGD 50 சம்பாதிக்கவும். தீர்க்க இணைப்பை கிளிக் செய்யவும்.,1,ta,job_scam
"获奖者获奖750SGD,立即确认.",1,zh,prize
"Tugas isyarat, SGBD 750 sejam.",1,ms,job_scam
Cheap deal available. Pay SGD 5000 now to secure item. Do not ignore this message.,1,en,ecommerce
Lucky winner selected. Receive SGD 2000 prize. Immediate action required.,1,en,prize
பகுதி நேர ஆய்வில் ஈடுபடுபவர் அவசரமாக தேவை. ஒரு பணிக்கு SGD 150 சம்பாதிக்கவும். இப்போது செயல்படவும்.,1,ta,job_scam
"今晚的闪电销售结束,付500SGD,锁定价格.",1,zh,ecommerce
Start with SGD 200 and earn passive income every day. Confirm your details to avoid disruption.,1,en,investment
"开始用100SGD,每项任务就能获得被动收入.",1,zh,investment
Your Citibank internet banking is blocked. Verify identity to restore. Immediate action required.,1,en,phishing
"Wah easy money leh, SGD 50 per hour, just do simple task.",1,singlish,phishing
Delivery failed. Pay SGD 100 to release your parcel. Act now.,1,en,parcel_delivery
"你的OCBC账户已被禁用,立即检查.",1,zh,phishing
"請將SGD1500送到新號碼,",1,zh,fake_friend
அவசர பண SGD 750 ஒரு மணி நேரத்திற்குள் செலுத்தப்பட்டது.,1,ta,loan
250 SGD என்ற விரைவான கடன் உடனடியாக அங்கீகரிக்கப்பட்டது. பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் மேற்கொள்ளப்படும்.,1,ta,loan
Landlord requires SGD 200 deposit via WeChat. Reply now to avoid penalty.,1,en,rental
Lucky winner selected. Receive SGD 300 prize. Click the link to resolve.,1,en,prize
Lost my phone. Please send SGD 200 to this new number. Immediate action required.,1,en,fake_friend
உங்கள் மேபேங்க் கணக்கில் அனுமதிக்கப்படாத நிதி நகர்வு. பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் ஏற்படும்.,1,ta,phishing
"Good room in Sengkang, SGD 2000 only, transfer now.",1,singlish,job_scam
Invest SGD 3000 and double your money in 30 days. Respond within 24 hours.,1,en,investment
"Hi Mum, it's me. Stuck overseas. Send SGD 150 please. Respond before midnight.",1,en,fake_friend
Flash sale ends tonight. Pay SGD 1500 to lock in price. Your access will be revoked.,1,en,ecommerce
அவசர பண SGD 50 ஒரு மணி நேரத்திற்குள் செலுத்தப்படும். பதிலளிக்காவிட்டால் சட்ட நடவடிக்கைகள் மேற்கொள்ளப்படும்.,1,ta,loan
Your PayNow e-wallet requires re-verification. Your account will be terminated.,1,en,bank_impersonation
